Event,Site,Date,Round,White,Black,Result,BlackElo,WhiteElo,ECO,Move Count,Average Material Threatened,Gambit Count,Check Count,Average Board Evaluation,Aggressive
?,London (04),1932/??/??,?,Milner Barry Philip,Alekhine Alexander,0-1,,,C28,29,2.034482759,2,6,3.220689655,1
?,London (05),1932/??/??,?,Alekhine Alexander,Buerger Victor,Jan-00,,,B15,91,1.197802198,2,16,4.356043956,1
?,London (06),1932/??/??,?,Kashdan Isaac,Alekhine Alexander,1/2-1/2,,,D85,36,1.861111111,4,1,3.858333333,1
?,London (06),1932/??/??,?,Kashdan Isaac,Alekhine Alexander,1/2-1/2,,,D85,36,1.861111111,4,1,3.866666667,1
?,London (07),1932/??/??,?,Alekhine Alexander,Tartakower Savielly,Jan-00,,,A51,32,2.3125,1,1,5.76875,1
?,London (08),1932/??/??,?,Maroczy Geza,Alekhine Alexander,1/2-1/2,,,C46,32,1.15625,2,0,7.5375,1
?,London (09),1932/??/??,?,Alekhine Alexander,Koltanowski George,Jan-00,,,C73,31,2.677419355,1,2,8.370967742,1
?,London (10),1932/??/??,?,Alekhine Alexander,Flohr Salo,1/2-1/2,,,E16,29,0.517241379,2,0,5.293103448,1
?,London (10),1932/??/??,?,Alekhine Alexander,Flohr Salo,1/2-1/2,,,E16,30,0.5,2,0,5.276666667,1
?,London (11),1932/??/??,?,Thomas George Alan,Alekhine Alexander,1/2-1/2,,,C68,31,1.419354839,1,0,8.693548387,1
?,London (11),1932/??/??,?,Thomas George Alan,Alekhine Alexander,1/2-1/2,,,C68,31,1.419354839,1,0,8.7,1
?,London-Empire Social,1932/??/??,?,Alekhine A,McCombie Ms,Jan-00,,,B14,33,2,2,5,7.533333333,1
?,Los Angeles,1932/??/??,?,Alekhine A,Vorkapich S/Sawyer/L,Jan-00,,,D05,37,2,2,2,6.356756757,1
?,Los Angeles,1932/??/??,?,Alekhine A,McBride R,0-1,,,A82,56,1.410714286,1,3,2.225,1
?,Los Angeles,1932/??/??,?,Alekhine A,Scholtz M,0-1,,,D08,48,1.854166667,2,3,7.425,1
?,Mexico (02),1932/??/??,?,Alekhine Alexander,Gonzalez R,Jan-00,,,B02,37,2.27027027,2,2,6.216216216,1
?,Mexico City (01),1932/??/??,?,Acevedo M,Alekhine Alexander,0-1,,,D32,31,2.193548387,0,0,7.035483871,1
?,Mexico City (03),1932/??/??,?,Soto Larrea M,Alekhine Alexander,0-1,,,D26,29,1.551724138,1,0,7.689655172,1
?,Mexico City (04),1932/??/??,?,Alekhine Alexander,Vazquez R,Jan-00,,,D51,36,1.944444444,2,7,7.033333333,1
?,Mexico City (05),1932/??/??,?,Araiza J,Alekhine Alexander,0-1,,,D15,50,1.46,5,0,3.816,1
?,Mexico City (06),1932/??/??,?,Alekhine Alexander,Kashdan Isaac,1/2-1/2,,,C79,46,1.217391304,0,2,6.5,1
?,Mexico City (07),1932/??/??,?,Asiain JA,Alekhine Alexander,0-1,,,B29,41,1.682926829,3,2,4.768292683,1
?,Mexico City (08),1932/??/??,?,Alekhine Alexander,Brunner J,Jan-00,,,D36,26,1.653846154,0,3,6.65,1
?,Mexico City (09),1932/??/??,?,Medina Garcia Antonio,Alekhine Alexander,0-1,,,E00,65,1.646153846,4,1,5.48,1
?,Mexico City War Dept,1932/??/??,?,Alekhine A,Solares JA,0-1,,,B13,34,1.676470588,0,1,2.955882353,1
?,Monterrey,1932/??/??,?,Alekhine A,Gaja E,1/2-1/2,,,D53,40,1.075,1,3,6.7825,1
?,New York,1932/??/??,?,Alekhine A,Evening Post Ladderi,Jan-00,,,C88,45,1.955555556,2,1,5.226666667,1
?,New York,1932/??/??,?,Alekhine A,Grossman N,0-1,,,B85,40,2.05,1,0,6.7175,1
?,New York,1932/??/??,?,Alekhine A,James Madison High S,0-1,,,C47,45,2.4,3,2,7.333333333,1
?,New York,1932/??/??,?,Alekhine A,New York Athletic Cl,Jan-00,,,D53,60,1.516666667,2,4,4.655,1
?,New York,1932/??/??,?,Alekhine A,Park Avenue Chess Cl,1/2-1/2,,,D35,40,1.875,4,0,5.9125,1
?,New York Armory sim,1932/??/??,?,Alekhine Alexander,Carpenter/Rosenthal,Jan-00,,,C88,60,1.683333333,0,5,6.223333333,1
?,New York Armory sim,1932/??/??,?,Alekhine Alexander,Grafman/Sandford/Griffith,1/2-1/2,,,C68,26,2.192307692,2,2,8.007692308,1
?,New York Armory sim,1932/??/??,?,Alekhine Alexander,Green/Montgomery/Sard,Jan-00,,,D32,35,1.657142857,2,2,7.328571429,1
?,New York Armory sim,1932/??/??,?,Alekhine Alexander,Herisse/Tolins/Hassialis,Jan-00,,,B62,25,3.12,1,2,9.4,1
?,New York Armory sim,1932/??/??,?,Alekhine Alexander,Casey J jr/Schaeffer/Lyon,0-1,,,C88,68,1.558823529,3,2,3.561764706,1
?,New York Armory sim,1932/??/??,?,Alekhine Alexander,Levenstein/Grossman,1/2-1/2,,,B03,41,1.219512195,2,2,6.146341463,1
?,New York Armory sim,1932/??/??,?,Alekhine Alexander,McClellan/Herrick/Ho,1/2-1/2,,,E17,28,1.035714286,0,0,7.571428571,1
?,New York Armory sim,1932/??/??,?,Alekhine Alexander,Newman/MacMurray/Cha,1/2-1/2,,,D63,26,2.5,0,3,6.515384615,1
?,New York Armory sim,1932/??/??,?,Alekhine Alexander,Rosenthal/Volkman,1/2-1/2,,,C88,31,1.838709677,2,4,6.819354839,1
?,New York Armory sim,1932/??/??,?,Alekhine Alexander,Varnum/Bruzza/Ruberl,1/2-1/2,,,C26,41,2.43902439,3,0,7.424390244,1
?,Nogales,1932/??/??,?,Alekhine A,Aviles A,Jan-00,,,C21,42,1.166666667,0,7,6.069047619,1
?,Paris,1932/??/??,?,Alekhine A,L'Echiquier Feminin,Jan-00,,,B15,25,2.16,1,7,3.508,1
?,Paris,1932/??/??,?,Alekhine A,Russian Tennis club,Jan-00,,,D52,20,1.85,0,1,5.365,1
?,Paris,1932/??/??,?,Alekhine A,Russian team,0-1,,,D61,49,1.714285714,3,1,3.655102041,1
?,Paris consult,1932/??/??,?,Tartakower S/Amateur,Alekhine/Amateur,0-1,,,A47,36,2.527777778,2,0,6.855555556,1
?,Pasadena,1932/??/??,?,Alekhine Alexander,Borochow,Jan-00,,,C82,49,1.387755102,1,3,6.52244898,1
?,Pasadena,1932/??/??,?,Alekhine Alexander,Fine Ruben,1/2-1/2,,,B02,57,1.859649123,4,5,5.463157895,1
?,Pasadena,1932/??/??,?,Alekhine Alexander,Kashdan Isaac,Jan-00,,,D36,60,1.85,5,4,9.126666667,1
?,Pasadena,1932/??/??,?,Alekhine Alexander,Reshevsky Samuel,Jan-00,,,D36,57,1.438596491,3,1,6.787719298,1
?,Pasadena,1932/??/??,?,Alekhine Alexander,Steiner Herman,Jan-00,,,C78,27,2.074074074,1,1,9.944444444,1
?,Pasadena,1932/??/??,?,Araiza,Alekhine Alexander,0-1,,,D04,44,1.659090909,1,3,4.245454545,1
?,Pasadena,1932/??/??,?,Bernstein J,Alekhine Alexander,0-1,,,E43,51,1.862745098,2,1,4.201960784,1
?,Pasadena,1932/??/??,?,Dake Arthur,Alekhine Alexander,Jan-00,,,B13,36,1.944444444,3,0,9.647222222,1
?,Pasadena,1932/??/??,?,Fink,Alekhine Alexander,0-1,,,C44,14,2.642857143,0,0,10.32857143,1
?,Pasadena (02),1932/??/??,?,Alekhine Alexander,Borochow Harry,Jan-00,,,C82,49,1.489795918,1,3,6.553061224,1
?,Pasadena (03),1932/??/??,?,Araiza J,Alekhine Alexander,0-1,,,D04,44,1.545454545,1,3,4.254545455,1
?,Pasadena (05),1932/??/??,?,Alekhine Alexander,Reshevsky Samuel,Jan-00,,,D36,96,1.072916667,3,7,6.46875,1
?,Pasadena (06),1932/??/??,?,Factor,Alekhine Alexander,1/2-1/2,,,B02,48,1.208333333,1,5,4.558333333,1
?,Pasadena (08),1932/??/??,?,Reinfeld F,Alekhine Alexander,1/2-1/2,,,D45,35,1.485714286,2,0,6.642857143,1
?,Pasadena (09),1932/??/??,?,Alekhine Alexander,Kashdan Isaac,Jan-00,,,D36,60,1.85,5,4,9.128333333,1
?,Pasadena (10),1932/??/??,?,Dake Arthur,Alekhine Alexander,Jan-00,,,B13,37,1.972972973,3,0,9.572972973,1
?,Pasadena (11),1932/??/??,?,Alekhine Alexander,Fine Ruben,1/2-1/2,,,B02,48,2.083333333,4,4,5.49375,1
?,Syracuse,1932/??/??,?,Alekhine A,Guckemus RJ,0-1,,,B00,37,2.918918919,1,1,5.17027027,1
?,Syracuse,1932/??/??,?,Alekhine A,Jenkins T,0-1,,,D06,37,2.108108108,0,1,6.410810811,1
?,Tokyo,1932/??/??,?,Alekhine A,Kimuto & Allies,Jan-00,,,C49,42,1.928571429,3,1,6.304761905,1
?,Toronto,1932/??/??,?,Alekhine A,Hoffman,0-1,,,C25,43,0.697674419,1,1,5.797674419,1
?,Toronto 1of42,1932/??/??,?,Alekhine A,Anderson BM,1/2-1/2,,,D31,35,2.257142857,2,1,7.842857143,1
?,Toronto 1of42,1932/??/??,?,Alekhine A,Luvstrand D,0-1,,,E20,43,2.255813953,3,2,-0.565116279,1
?,Zurich,1932/??/??,?,Alekhine A,Schenker,Jan-00,,,A52,22,2.454545455,1,0,7.290909091,1
?,Bandung,1933/??/??,?,Alekhine A,Asmai/Padar/Kartosoe,Jan-00,,,C10,45,2,2,2,10.40888889,1
?,Bandung,1933/??/??,?,Alekhine A,Grijns GW/Tongeren G,0-1,,,C78,29,1.310344828,3,0,5.582758621,1
?,Bandung,1933/??/??,?,Alekhine A,Baljet/Lindenaar,Jan-00,,,A60,32,2.03125,2,4,5.3625,1
?,Bandung,1933/??/??,?,Alekhine A,De Wit,Jan-00,,,D18,57,1.175438596,2,1,5.19122807,1
?,Bandung,1933/??/??,?,Alekhine A,Ellerboek M,Jan-00,,,C68,41,2.268292683,0,2,7.997560976,1
?,Bandung,1933/??/??,?,Alekhine A,Onnen PW,Jan-00,,,B41,52,2.673076923,2,4,6.296153846,1
?,Bandung,1933/??/??,?,Alekhine A,Onnen PW,Jan-00,,,C13,34,1.352941176,0,8,8.526470588,1
?,Bandung,1933/??/??,?,Alekhine A,Piso RJ,1/2-1/2,,,D06,44,1.863636364,4,0,6.163636364,1
?,Bandung,1933/??/??,?,Alekhine A,Tampboelon/Moersid/S,Jan-00,,,B14,39,1.435897436,2,3,4.858974359,1
?,Basel,1933/??/??,?,Alekhine A,Freivogel,0-1,,,D53,37,1.837837838,1,5,2.756756757,1
?,Bratislava,1933/??/??,?,Alekhine A,Lista,Jan-00,,,C15,26,2.076923077,1,7,5.403846154,1
?,Bussum,1933/??/??,?,Alekhine Alexander,Boekdrukker NM,0-1,,,B45,30,2.833333333,1,0,8.746666667,1
?,Chicago,1933/??/??,?,Alekhine A,Engholm NG,Jan-00,,,B02,56,1.553571429,2,6,4.932142857,1
?,Chicago 1of32,1933/??/??,?,Alekhine A,Anderson Arthur,Jan-00,,,C45,24,2.166666667,2,2,6.566666667,1
?,Chicago 1of32,1933/??/??,?,Alekhine A,Bisno,Jan-00,,,A81,33,1.606060606,4,1,6.460606061,1
?,Chicago 1of32,1933/??/??,?,Alekhine A,Hawley G,Jan-00,,,D60,17,1.058823529,0,1,6.423529412,1
?,Chicago 1of32,1933/??/??,?,Alekhine A,Mesiroff AJ,1/2-1/2,,,B12,24,2.875,1,3,5.445833333,1
?,Chicago 1of32,1933/??/??,?,Alekhine A,Moore Jean,1/2-1/2,,,C53,21,0.714285714,0,0,7.89047619,1
?,Chicago 1of32,1933/??/??,?,Alekhine A,Sheffield Virginia,Jan-00,,,C36,32,3.65625,0,1,9.71875,1
?,Chicago 1of32,1933/??/??,?,Alekhine A,Wagner EA,Jan-00,,,A40,36,1.722222222,1,0,6.386111111,1
?,Chicago blinfold sim,1933/??/??,?,Alekhine Alexander,Kohler,Jan-00,,,B01,16,2.9375,0,1,7.04375,1
?,Djokjakarta,1933/??/??,?,Alekhine A,Haeften WJ,Jan-00,,,B01,34,2,0,4,9.352941176,1
?,Djokjakarta,1933/??/??,?,Alekhine A,Koene D,1/2-1/2,,,B44,36,1.416666667,4,0,6.547222222,1
?,Folkestone,1933/??/??,?,Alekhine Alexander,Mikenas Vladas,Jan-00,,,B06,45,1.644444444,0,1,6.895555556,1
?,Folkestone ol,1933/??/??,?,Alekhine Alexander,Tartakower Savielly,0-1,,,D58,74,1.216216216,2,3,2.398648649,1
?,Folkestone ol,1933/??/??,?,Sultan Khan Mir,Alekhine Alexander,0-1,,,D02,108,1,2,12,3.000925926,1
?,Folkestone ol (01),1933/??/??,?,Alekhine Alexander,Soultanbeieff Victor,Jan-00,,,D30,37,1.324324324,0,1,6.024324324,1
?,Folkestone ol (02),1933/??/??,?,Alekhine Alexander,Tartakower Savielly,0-1,,,D58,74,1.216216216,2,4,2.371621622,1
?,Folkestone ol (03),1933/??/??,?,Kashdan Isaac,Alekhine Alexander,1/2-1/2,,,D41,58,1.068965517,3,7,5.024137931,1
?,Folkestone ol (04),1933/??/??,?,Alekhine Alexander,Apscheneek F,Jan-00,,,D30,23,1.782608696,1,4,9.965217391,1
?,Folkestone ol (05),1933/??/??,?,Sultan Khan Mir,Alekhine Alexander,0-1,,,D02,108,1,2,12,3.001851852,1
?,Folkestone ol (05),1933/??/??,?,Sultan Khan Mir,Alekhine Alexander,0-1,,,D02,108,0.990740741,2,12,3.007407407,1
?,Folkestone ol (08),1933/??/??,?,Alekhine Alexander,Andersen A,Jan-00,,,C62,37,1.459459459,2,2,5.432432432,1
?,Folkestone ol (08),1933/??/??,?,Alekhine Alexander,Andersen E,Jan-00,,,C62,37,1.459459459,2,2,5.454054054,1
?,Folkestone ol (09),1933/??/??,?,Roselli del Turco S,Alekhine Alexander,1/2-1/2,,,D40,37,2.378378378,1,0,7.578378378,1
?,Folkestone ol (09),1933/??/??,?,Rosselli Marquis S,Alekhine Alexander,1/2-1/2,,,D40,38,2.342105263,1,0,7.402631579,1
?,Folkestone ol (10),1933/??/??,?,Alekhine Alexander,Mikenas Vladas,Jan-00,,,B06,45,1.644444444,0,1,6.9,1
?,Folkestone ol (11),1933/??/??,?,Steiner Lajos,Alekhine Alexander,0-1,,,C86,25,2,0,1,7.448,1
?,Folkestone ol (12),1933/??/??,?,Alekhine Alexander,Stahlberg Gideon,1/2-1/2,,,C11,30,1.466666667,2,0,7.076666667,1
?,Folkestone ol (14),1933/??/??,?,Alekhine Alexander,Asgeirsson Asmundur,Jan-00,,,A46,24,1.916666667,1,2,6.604166667,1
?,Folkestone ol (14),1933/??/??,?,Alekhine Alexander,Asgeirsson Asmundur,Jan-00,,,A46,25,1.88,1,2,7.06,1
?,Folkestone ol (15),1933/??/??,?,Fairhurst William A,Alekhine Alexander,0-1,,,D41,37,2.864864865,0,3,4.156756757,1
?,Folkestone ol (15),1933/??/??,?,Fairhurst William A,Alekhine Alexander,0-1,,,D41,37,2.864864865,0,3,4.008108108,1
?,Geneva,1933/??/??,?,Alekhine A,Vanni,Jan-00,,,D51,39,1.41025641,1,2,7.625641026,1
?,"Haarlem,Netherlands",1933/??/??,?,Alekhine A,Amateur,Jan-00,,,D51,62,1.338709677,3,3,4.701612903,1
?,"Haarlem,Netherlands",1933/??/??,?,Alekhine A,Verberne/Himlvopen,Jan-00,,,B15,19,1.263157895,0,1,7.421052632,1
?,Hastings (01),1933/??/??,?,Tylor Theodore,Alekhine Alexander,1/2-1/2,,,C46,54,2.111111111,3,1,7.714814815,1
?,Hastings (02),1933/??/??,?,Menchik Vera,Alekhine Alexander,0-1,,,A43,27,1.703703704,0,0,9.3,1
?,Hastings (03),1933/??/??,?,Alekhine Alexander,Lilienthal Andor,Jan-00,,,A22,56,1.892857143,0,4,7.025,1
?,Hastings (04),1933/??/??,?,Thomas George Alan,Alekhine Alexander,1/2-1/2,,,C41,62,1.709677419,4,1,5.222580645,1
?,Hastings (05),1933/??/??,?,Alekhine Alexander,Alexander CHOD,1/2-1/2,,,C43,32,1.59375,1,2,5.125,1
?,Hastings (06),1933/??/??,?,Milner Barry Philip,Alekhine Alexander,0-1,,,B02,58,1.24137931,1,0,2.384482759,1
?,Hastings (07),1933/??/??,?,Alekhine Alexander,Eliskases Erich,1/2-1/2,,,E24,67,1.194029851,1,9,3.979104478,1
?,Hastings (08),1933/??/??,?,Flohr Salo,Alekhine Alexander,1/2-1/2,,,D02,34,1.647058824,1,0,6.241176471,1
?,Hastings (08),1933/??/??,?,Flohr Salo,Alekhine Alexander,1/2-1/2,,,D02,34,1.588235294,1,0,6.247058824,1
?,Hastings (09),1933/??/??,?,Alekhine Alexander,Michell Reginald,Jan-00,,,C79,86,0.88372093,4,3,5.025581395,1
?,Holland,1933/??/??,?,Alekhine Alexander,Mindeno,Jan-00,,,C62,18,2.055555556,1,2,4.483333333,1
?,Hong Kong,1933/??/??,?,Alekhine A,Carvalho+3 players,Jan-00,,,C64,40,1.175,2,1,5.8375,1
?,Hong Kong,1933/??/??,?,Alekhine A,Davies & Allies,Jan-00,,,D05,22,1.454545455,2,1,7.972727273,1
?,Hong Kong,1933/??/??,?,Alekhine A,Evans+3 players,Jan-00,,,D06,47,1.595744681,2,2,4.408510638,1
?,Hong Kong,1933/??/??,?,Alekhine A,Gledhill/Hansen/Wong,Jan-00,,,C65,49,1.448979592,2,5,9.281632653,1
?,Hong Kong,1933/??/??,?,Alekhine A,Moore+3 players,Jan-00,,,C30,30,2.166666667,4,0,8.426666667,1
?,Hong Kong,1933/??/??,?,Alekhine A,Pollock+3 players,Jan-00,,,C25,33,1.454545455,2,2,7.478787879,1
?,Hong Kong,1933/??/??,?,Alekhine A,Ridlington+3 players,1/2-1/2,,,E85,54,1.166666667,2,3,4.888888889,1
?,Hong Kong,1933/??/??,?,Alekhine A,Sequeira+3 players,Jan-00,,,C28,38,1.736842105,2,2,7.423684211,1
?,Hong Kong,1933/??/??,?,Alekhine A,Soltan+3 players,Jan-00,,,B00,46,1.630434783,5,2,3.97826087,1
?,Hong Kong,1933/??/??,?,Alekhine A,Biriukoff,Jan-00,,,C65,39,1.794871795,2,3,7.433333333,1
?,Hong Kong,1933/??/??,?,Alekhine A,Davies EJ,0-1,,,C29,47,1.510638298,3,2,0.8,1
?,Hong Kong,1933/??/??,?,Alekhine A,Desai RE,Jan-00,,,C65,44,2.340909091,1,3,13.14545455,1
?,Hong Kong,1933/??/??,?,Alekhine A,Destur RA,Jan-00,,,D06,36,1.805555556,3,2,6.861111111,1
?,Hong Kong,1933/??/??,?,Alekhine A,Gledhill HB,Jan-00,,,D36,33,2.121212121,2,2,6.272727273,1
?,Hong Kong,1933/??/??,?,Alekhine A,Paul BW,Jan-00,,,E85,54,1.574074074,2,3,6.335185185,1
?,Hong Kong,1933/??/??,?,Alekhine A,Pollock H,1/2-1/2,,,C31,54,3,0,12,4.461111111,1
?,Hong Kong,1933/??/??,?,Alekhine A,Sequeira AD,Jan-00,,,C11,48,2.1875,2,1,6.229166667,1
?,Hong Kong,1933/??/??,?,Alekhine A,Sequeira CM,Jan-00,,,D03,62,1.903225806,2,4,5.793548387,1
?,Hong Kong,1933/??/??,?,Alekhine A,Wong CE,Jan-00,,,A50,31,1.806451613,1,1,8.009677419,1
?,Hong Kong,1933/??/??,?,Alekhine A,de Carvalho DE,1/2-1/2,,,C25,40,1.175,3,3,3.955,1
?,Jakarta,1933/??/??,?,Alekhine A,Rosemuller A,Jan-00,,,D51,44,3.090909091,1,2,11.24090909,1
?,Jakarta,1933/??/??,?,Alekhine A,Bleymans D,Jan-00,,,A90,49,2.346938776,2,7,6.585714286,1
?,Jakarta,1933/??/??,?,Alekhine A,C M B /Rogoveen C M ,Jan-00,,,B45,60,2.2,4,8,6.17,1
?,Jakarta,1933/??/??,?,Alekhine A,Engelen JC,0-1,,,B47,29,1.931034483,3,0,6.579310345,1
?,Jakarta,1933/??/??,?,Alekhine A,Frahm EDG,Jan-00,,,B20,35,1,2,0,4.785714286,1
?,Jakarta,1933/??/??,?,Alekhine A,Rumat PF,1/2-1/2,,,B20,29,3.24137931,0,1,5.95862069,1
?,Jakarta,1933/??/??,?,Alekhine A,Van Hasselt CJ,1/2-1/2,,,C68,23,2.434782609,2,1,7.047826087,1
?,Jakarta,1933/??/??,?,Alekhine A,Wertheim WF,Jan-00,,,D31,35,2.2,2,1,6.22,1
?,Jakarta,1933/??/??,?,Alekhine A,Wertheim WF,0-1,,,B50,25,2.16,0,2,7.228,1
?,Jakarta,1933/??/??,?,Engelen JC,Alekhine Alexander,0-1,,,E14,25,1.72,1,4,5.88,1
?,Jakarta,1933/??/??,?,Frahm EDG,Alekhine Alexander,1/2-1/2,,,C49,29,1.275862069,2,3,5.055172414,1
?,Jakarta,1933/??/??,?,Wertheim WF,Alekhine Alexander,0-1,,,C46,25,2.2,1,2,6.692,1
?,Karlsruhe,1933/??/??,?,Bogoljubov Efim,Alekhine Alexander,1/2-1/2,,,C73,60,1.966666667,1,0,7.236666667,1
?,Malang,1933/??/??,?,Alekhine A,Burer LC,Jan-00,,,E85,38,1.605263158,1,1,7.763157895,1
?,Malang,1933/??/??,?,Alekhine A,De Haan CMH,1/2-1/2,,,C60,34,1.617647059,3,2,7.123529412,1
?,Malang,1933/??/??,?,Alekhine A,Goelangge A Rv,1/2-1/2,,,B20,30,1.166666667,1,2,6.12,1
?,Malang,1933/??/??,?,Alekhine A,Lamminga S,1/2-1/2,,,D53,49,1.959183673,1,2,4.283673469,1
?,Malang,1933/??/??,?,Alekhine A,Stegerhoek AA,Jan-00,,,C21,36,2.333333333,3,6,8.561111111,1
?,Manila,1933/??/??,?,Alekhine A,Mencarini J/Lontoc R,1/2-1/2,,,D06,48,1.791666667,4,2,6.59375,1
?,NED sm,1933/??/??,?,Alekhine Alexander,Van Mindeno H,Jan-00,,,C62,17,2.176470588,1,1,5.147058824,1
?,NED,1933/??/??,?,Alekhine A,Hoelsder,Jan-00,,,C62,17,1.823529412,1,1,5.111764706,1
?,New York,1933/??/??,?,Kashdan I/Phillips H,Alekhine/Wahrburg R,0-1,,,C86,53,1.075471698,2,2,4.949056604,1
?,Palembang,1933/??/??,?,Alekhine A,Barth,Jan-00,,,C10,27,2.111111111,1,1,7.933333333,1
?,Palembang,1933/??/??,?,Alekhine A,Geitz E,Jan-00,,,C65,51,1.882352941,2,2,7.041176471,1
?,Palembang,1933/??/??,?,Alekhine A,Kroese A,Jan-00,,,B83,65,1.153846154,4,3,6.692307692,1
?,Palembang,1933/??/??,?,Alekhine A,Simons W,Jan-00,,,D60,40,2.275,4,1,7.885,1
?,Palembang,1933/??/??,?,Alekhine A,Ward AB,Jan-00,,,D06,17,2.352941176,0,0,6.035294118,1
?,Paris,1933/??/??,?,Alekhine/DeGosseli,Tartakower S/DeVille,0-1,,,B03,57,1.824561404,2,2,3.245614035,1
?,Paris (01),1933/??/??,?,Alekhine Alexander,Lazard Frederic,Jan-00,,,D32,38,2,2,10,7.568421053,1
?,Paris (01),1933/??/??,?,Bernstein Osip,Alekhine Alexander,0-1,,,C71,16,1.25,2,0,6.39375,1
?,Paris (02),1933/??/??,?,Alekhine Alexander,Bernstein Osip,1/2-1/2,,,C86,49,1.551020408,3,6,5.348979592,1
?,Paris (02),1933/??/??,?,Gromer,Alekhine Alexander,0-1,,,C68,65,2.092307692,2,4,4.84,1
?,Paris (03),1933/??/??,?,Alekhine Alexander,Frentz M,Jan-00,,,B60,23,2,1,1,9.07826087,1
?,Paris (03),1933/??/??,?,Bernstein Osip,Alekhine Alexander,Jan-00,,,C42,65,0.753846154,2,9,3.443076923,1
?,Paris (04),1933/??/??,?,Alekhine Alexander,Bernstein Osip,1/2-1/2,,,D56,47,1.510638298,0,1,6.895744681,1
?,Paris (04),1933/??/??,?,Znosko Borovsky Euge,Alekhine Alexander,0-1,,,C87,55,0.945454545,1,3,5.205454545,1
?,Paris (06),1933/??/??,?,Raizman,Alekhine Alexander,0-1,,,A06,49,1.448979592,0,0,5.202040816,1
?,Paris (07),1933/??/??,?,Alekhine Alexander,Tartakower Savielly,1/2-1/2,,,B02,32,2.59375,2,0,7.940625,1
?,Paris (08),1933/??/??,?,Alekhine Alexander,Baratz Abraham,Jan-00,,,E54,38,1.842105263,2,2,7.294736842,1
?,Paris (09),1933/??/??,?,Lilienthal Andor,Alekhine Alexander,1/2-1/2,,,C79,17,1.235294118,0,0,7.947058824,1
?,Paris m (03),1933/??/??,?,Bernstein Osip,Alekhine Alexander,Jan-00,,,C42,66,0.742424242,2,9,3.366666667,1
?,"San Juan,Puerto Rico",1933/??/??,?,Alekhine A,Prieto F,Jan-00,,,C51,36,2,1,3,11.39444444,1
?,Semmering,1933/??/??,?,Alekhine A,Bianchi JHK,Jan-00,,,B74,42,1.404761905,3,1,5.919047619,1
?,Semmering,1933/??/??,?,Alekhine A,Biewanus A,Jan-00,,,B07,45,1.488888889,1,3,4.208888889,1
?,Semmering,1933/??/??,?,Alekhine A,Engelen LG,Jan-00,,,D06,34,2.264705882,1,0,7.85,1
?,Semmering,1933/??/??,?,Alekhine A,Goossens G,Jan-00,,,D06,40,1.7,5,2,6.6375,1
?,Semmering,1933/??/??,?,Alekhine A,Van Rhee WA,Jan-00,,,B15,38,2.157894737,2,9,7.936842105,1
?,Sukabumi,1933/??/??,?,Alekhine A,Tan GS,Jan-00,,,D06,31,1.096774194,2,0,7.64516129,1
?,Sukabumi,1933/??/??,?,Alekhine A,van Merkum/Reynvaan,Jan-00,,,C51,40,1.15,3,2,4.7375,1
?,Surabaya,1933/??/??,?,Alekhine A,Deutman/Chapiro,Jan-00,,,B45,48,1.875,1,3,3.375,1
?,Surabaya,1933/??/??,?,Alekhine A,Rockhooven J/Roosjen,Jan-00,,,D60,47,1.893617021,3,4,6.3,1
?,Surabaya,1933/??/??,?,Alekhine A,Bleye/Bon,1/2-1/2,,,D51,24,2.208333333,0,2,6.941666667,1
?,Surabaya,1933/??/??,?,Alekhine A,Dinger WN,Jan-00,,,A40,28,1.892857143,2,4,4.092857143,1
?,Surabaya,1933/??/??,?,Alekhine A,Mooyman/Citroen,Jan-00,,,D06,18,2.166666667,1,2,5.361111111,1
?,Surabaya,1933/??/??,?,Alekhine A,Surber,0-1,,,B20,45,1.622222222,0,4,0.315555556,1
?,Surabaya,1933/??/??,?,Alekhine A,Tajibnapis A,1/2-1/2,,,D00,50,1.04,0,2,5.066,1
?,Surabaya,1933/??/??,?,Alie H/Hasan,Alekhine Alexander,0-1,,,E30,39,1.974358974,1,6,1.776923077,1
?,Surabaya,1933/??/??,?,Bueters/Schut,Alekhine Alexander,0-1,,,C75,40,1.25,1,4,7.14,1
?,Surabaya,1933/??/??,?,Myer/Konig,Alekhine Alexander,0-1,,,C53,42,2.071428571,1,0,6.552380952,1
?,Tjepsoe,1933/??/??,?,Alekhine A,De Klerck,Jan-00,,,C29,21,2.047619048,3,2,7.366666667,1
?,Tokyo,1933/??/??,?,Alekhine A,Kimura,Jan-00,,,C73,38,2.631578947,2,1,8.602631579,1
?,Washington,1933/??/??,?,Wimsatt WK/Turover IS,Alekhine Alexander,0-1,,,D41,28,1.642857143,1,4,3.653571429,1
?,Washington D C,1933/??/??,?,Alekhine A,Allner F,Jan-00,,,B01,51,2.568627451,1,3,7.07254902,1
?,Washington D C,1933/??/??,?,Alekhine A,Manning J,Jan-00,,,D06,37,1.621621622,4,2,6.556756757,1
?,Washington D C,1933/??/??,?,Alekhine A,Alden J jr,Jan-00,,,C30,41,2.585365854,3,3,6.917073171,1
?,Washington D C,1933/??/??,?,Alekhine A,Bettinger C,Jan-00,,,B02,24,2.25,0,0,7.2875,1
?,Washington D C,1933/??/??,?,Alekhine A,Jones L,0-1,,,B41,48,1.6875,1,4,1.804166667,1
